date,home_team,away_team,home_score,away_score,result,competition
1930-01-01,France,Scotland,7,3,France,Five Nations Championship
1930-01-18,Wales,England,3,11,England,Five Nations Championship
1930-01-25,Ireland,France,0,5,France,Five Nations Championship
1930-02-01,Scotland,Wales,12,9,Scotland,Five Nations Championship
1930-02-08,Ireland,England,4,3,Ireland,Five Nations Championship
1930-02-22,England,France,11,5,England,Five Nations Championship
1930-02-22,Scotland,Ireland,11,14,Ireland,Five Nations Championship
1930-03-08,Wales,Ireland,12,7,Wales,Five Nations Championship
1930-03-15,England,Scotland,0,0,Draw,Five Nations Championship
1930-03-21,France,Wales,0,11,Wales,Five Nations Championship
1930-04-06,Germany,France,0,31,France,France in Germany
1930-06-21,All Blacks,Great Britain,3,6,Great Britain,"British Lions in New Zealand, Australia & Sri Lanka"
1930-07-05,All Blacks,Great Britain,13,10,All Blacks,"British Lions in New Zealand, Australia & Sri Lanka"
1930-07-26,All Blacks,Great Britain,15,10,All Blacks,"British Lions in New Zealand, Australia & Sri Lanka"
1930-08-09,All Blacks,Great Britain,22,8,All Blacks,"British Lions in New Zealand, Australia & Sri Lanka"
1930-08-30,Australia,Great Britain,6,5,Australia,"British Lions in New Zealand, Australia & Sri Lanka"
1930-09-03,Queensland,Great Britain,16,26,Great Britain,"British Lions in New Zealand, Australia & Sri Lanka"
1931-01-01,France,Ireland,3,0,France,Five Nations Championship
1931-01-17,England,Wales,11,11,Draw,Five Nations Championship
1931-01-24,Scotland,France,6,4,Scotland,Five Nations Championship
1931-02-07,Wales,Scotland,13,8,Wales,Five Nations Championship
1931-02-14,England,Ireland,5,6,Ireland,Five Nations Championship
1931-02-28,Ireland,Scotland,8,5,Ireland,Five Nations Championship
1931-02-28,Wales,France,35,3,Wales,Five Nations Championship
1931-03-14,Ireland,Wales,3,15,Wales,Five Nations Championship
1931-03-21,Scotland,England,28,19,Scotland,Five Nations Championship
1931-04-06,France,England,14,13,France,Five Nations Championship
1931-04-19,France,Germany,34,0,France,Germany in France
1931-09-12,All Blacks,Australia,20,13,All Blacks,Australia in Australia & New Zealand
1931-12-05,Wales,South Africa,3,8,South Africa,South Africa in United Kingdom (1931-32)
1931-12-19,Ireland,South Africa,3,8,South Africa,South Africa in United Kingdom (1931-32)
1932-01-02,England,South Africa,0,7,South Africa,South Africa in United Kingdom (1931-32)
1932-01-16,Scotland,South Africa,3,6,South Africa,South Africa in United Kingdom (1931-32)
1932-01-16,Wales,England,12,5,Wales,Home Nations Championship
1932-02-06,Scotland,Wales,0,6,Wales,Home Nations Championship
1932-02-13,Ireland,England,8,11,England,Home Nations Championship
1932-02-27,Scotland,Ireland,8,20,Ireland,Home Nations Championship
1932-03-12,Wales,Ireland,10,12,Ireland,Home Nations Championship
1932-03-19,England,Scotland,16,3,England,Home Nations Championship
1932-04-17,Germany,France,4,20,France,France in Germany
1932-07-02,Australia,All Blacks,22,17,Australia,Bledisloe Cup
1932-07-16,Australia,All Blacks,3,21,All Blacks,Bledisloe Cup
1932-07-23,Australia,All Blacks,13,21,All Blacks,Bledisloe Cup
1933-01-21,England,Wales,3,7,Wales,Home Nations Championship
1933-02-04,Wales,Scotland,3,11,Scotland,Home Nations Championship
1933-02-11,England,Ireland,17,6,England,Home Nations Championship
1933-03-11,Ireland,Wales,10,5,Ireland,Home Nations Championship
1933-03-18,Scotland,England,3,0,Scotland,Home Nations Championship
1933-03-26,France,Germany,38,17,France,Germany in France
1933-04-01,Ireland,Scotland,6,8,Scotland,Home Nations Championship
1933-07-08,South Africa,Australia,17,3,South Africa,Australia in South Africa & Rhodesia
1933-07-22,South Africa,Australia,6,21,Australia,Australia in South Africa & Rhodesia
1933-08-12,South Africa,Australia,12,3,South Africa,Australia in South Africa & Rhodesia
1933-08-26,South Africa,Australia,11,0,South Africa,Australia in South Africa & Rhodesia
1933-09-02,South Africa,Australia,4,15,Australia,Australia in South Africa & Rhodesia
1934-01-20,Wales,England,0,9,England,Home Nations Championship
1934-02-03,Scotland,Wales,6,13,Wales,Home Nations Championship
1934-02-10,Ireland,England,3,13,England,Home Nations Championship
1934-02-24,Scotland,Ireland,16,9,Scotland,Home Nations Championship
1934-03-10,Wales,Ireland,13,0,Wales,Home Nations Championship
1934-03-17,England,Scotland,6,3,England,Home Nations Championship
1934-03-25,Germany,France,9,13,France,France in Germany
1934-08-11,Australia,All Blacks,25,11,Australia,Bledisloe Cup
1934-08-25,Australia,All Blacks,3,3,Draw,Bledisloe Cup
1935-01-19,England,Wales,3,3,Draw,Home Nations Championship
1935-02-02,Wales,Scotland,10,6,Wales,Home Nations Championship
1935-02-09,England,Ireland,14,3,England,Home Nations Championship
1935-02-23,Ireland,Scotland,12,5,Ireland,Home Nations Championship
1935-03-09,Ireland,Wales,9,3,Ireland,Home Nations Championship
1935-03-16,Scotland,England,10,7,Scotland,Home Nations Championship
1935-03-24,France,Germany,18,3,France,Germany in France
1935-11-23,Scotland,All Blacks,8,18,All Blacks,All Blacks in United Kingdom & Canada (1935-36)
1935-12-07,Ireland,All Blacks,9,17,All Blacks,All Blacks in United Kingdom & Canada (1935-36)
1935-12-21,Wales,All Blacks,13,12,Wales,All Blacks in United Kingdom & Canada (1935-36)
1936-01-04,England,All Blacks,13,0,England,All Blacks in United Kingdom & Canada (1935-36)
1936-01-18,Wales,England,0,0,Draw,Home Nations Championship
1936-02-01,Scotland,Wales,3,13,Wales,Home Nations Championship
1936-02-08,Ireland,England,6,3,Ireland,Home Nations Championship
1936-02-22,Scotland,Ireland,4,10,Ireland,Home Nations Championship
1936-03-14,Wales,Ireland,3,0,Wales,Home Nations Championship
1936-03-21,England,Scotland,9,8,England,Home Nations Championship
1936-05-14,France,Romania,25,5,France,FIRA Tournament
1936-05-14,Germany,Italy,19,8,Germany,FIRA Tournament
1936-05-17,France,Germany,19,14,France,FIRA Tournament
1936-05-17,Italy,Romania,8,7,Italy,FIRA Tournament
1936-09-05,All Blacks,Australia,11,6,All Blacks,Australia in New Zealand
1936-09-12,All Blacks,Australia,38,13,All Blacks,Australia in New Zealand
1936-11-01,Germany,France,3,6,France,France in Germany
1937-01-18,England,Wales,4,3,England,Home Nations Championship
1937-02-06,Wales,Scotland,6,13,Scotland,Home Nations Championship
1937-02-13,England,Ireland,9,8,England,Home Nations Championship
1937-02-27,Ireland,Scotland,11,4,Ireland,Home Nations Championship
1937-03-20,Scotland,England,3,6,England,Home Nations Championship
1937-04-03,Ireland,Wales,5,3,Ireland,Home Nations Championship
1937-04-18,France,Germany,27,6,France,Germany in France
1937-06-26,Australia,South Africa,5,9,South Africa,South Africa in Australia & New Zealand
1937-07-17,Australia,South Africa,17,26,South Africa,South Africa in Australia & New Zealand
1937-08-14,All Blacks,South Africa,13,7,All Blacks,South Africa in Australia & New Zealand
1937-09-04,All Blacks,South Africa,6,13,South Africa,South Africa in Australia & New Zealand
1937-09-25,All Blacks,South Africa,6,17,South Africa,South Africa in Australia & New Zealand
1937-10-10,Italy,Belgium,45,0,Italy,FIRA Tournament
1937-10-10,Romania,Netherlands,42,5,Romania,FIRA Tournament
1937-10-14,France,Romania,27,11,France,FIRA Tournament
1937-10-14,Italy,Germany,9,7,Italy,FIRA Tournament
1937-10-15,Belgium,Netherlands,20,3,Belgium,FIRA Tournament
1937-10-16,Romania,Germany,3,30,Germany,FIRA Tournament
1937-10-17,France,Italy,43,5,France,FIRA Tournament
1938-01-15,Wales,England,14,8,Wales,Home Nations Championship
1938-02-05,Scotland,Wales,8,6,Scotland,Home Nations Championship
1938-02-12,Ireland,England,14,36,England,Home Nations Championship
1938-02-26,Scotland,Ireland,23,14,Scotland,Home Nations Championship
1938-03-12,Wales,Ireland,11,5,Wales,Home Nations Championship
1938-03-15,Romania,France,8,11,France,FIRA Tournament
1938-03-19,England,Scotland,16,21,Scotland,Home Nations Championship
1938-03-27,Germany,France,3,0,Germany,France in Germany
1938-05-18,Romania,Germany,5,8,Germany,FIRA Tournament
1938-05-22,France,Germany,8,5,France,FIRA Tournament
1938-07-23,Australia,All Blacks,9,24,All Blacks,All Blacks in Australia
1938-08-06,Australia,All Blacks,14,20,All Blacks,All Blacks in Australia
1938-08-06,South Africa,Great Britain,26,12,South Africa,British Lions in South Africa
1938-08-13,Australia,All Blacks,6,14,All Blacks,All Blacks in Australia
1938-09-03,South Africa,Great Britain,19,3,South Africa,British Lions in South Africa
1938-09-10,South Africa,Great Britain,16,21,Great Britain,British Lions in South Africa
1939-01-21,England,Wales,3,0,England,Home Nations Championship
1939-02-04,Wales,Scotland,11,3,Wales,Home Nations Championship
1939-02-11,England,Ireland,0,5,Ireland,Home Nations Championship
1939-02-25,Ireland,Scotland,12,3,Ireland,Home Nations Championship
1939-03-11,Ireland,Wales,0,7,Wales,Home Nations Championship
1939-03-18,Scotland,England,6,9,England,Home Nations Championship
1945-01-01,France,British Army,21,9,France,Victory Internationals
1945-04-28,British Empire Services,France,27,6,British Empire Services,Victory Internationals
1945-12-22,Wales,France,8,0,Wales,Victory Internationals
1946-01-26,Ireland XV,France,3,4,France,Victory Internationals
1946-03-10,France,NZEF Kiwis,9,14,NZEF Kiwis,Victory Internationals
1946-03-24,France,NZEF Kiwis,10,13,NZEF Kiwis,Victory Internationals
1946-04-22,France,Wales,12,0,France,Victory Internationals
1946-09-14,All Blacks,Australia,31,8,All Blacks,Bledisloe Cup
1946-09-25,New Zealand Maori,Australia,20,0,New Zealand Maori,Australia in New Zealand
1946-09-28,All Blacks,Australia,14,10,All Blacks,Bledisloe Cup
1947-01-01,France,Scotland,8,3,France,Five Nations Championship
1947-01-18,Wales,England,6,9,England,Five Nations Championship
1947-01-25,Ireland,France,8,12,France,Five Nations Championship
1947-02-01,Scotland,Wales,8,22,Wales,Five Nations Championship
1947-02-08,Ireland,England,22,0,Ireland,Five Nations Championship
1947-02-22,Scotland,Ireland,0,3,Ireland,Five Nations Championship
1947-03-15,England,Scotland,24,5,England,Five Nations Championship
1947-03-22,France,Wales,0,3,Wales,Five Nations Championship
1947-03-29,Wales,Ireland,6,0,Wales,Five Nations Championship
1947-04-19,England,France,6,3,England,Five Nations Championship
1947-06-14,Australia,All Blacks,5,13,All Blacks,Bledisloe Cup
1947-06-28,Australia,All Blacks,14,27,All Blacks,Bledisloe Cup
1947-11-22,Scotland,Australia,7,16,Australia,Australia in Europe & North America (1947-48)
1947-12-06,Ireland,Australia,3,16,Australia,Australia in Europe & North America (1947-48)
1947-12-20,Wales,Australia,6,0,Wales,Australia in Europe & North America (1947-48)
1948-01-01,France,Ireland,6,13,Ireland,Five Nations Championship
1948-01-03,England,Australia,0,11,Australia,Australia in Europe & North America (1947-48)
1948-01-11,France,Australia,13,6,France,Australia in Europe & North America (1947-48)
1948-01-17,England,Wales,3,3,Draw,Five Nations Championship
1948-02-07,Wales,Scotland,14,0,Wales,Five Nations Championship
1948-02-14,England,Ireland,10,11,Ireland,Five Nations Championship
1948-02-14,Wales,France,3,11,France,Five Nations Championship
1948-02-21,Scotland,France,9,8,Scotland,Five Nations Championship
1948-02-28,Ireland,Scotland,6,0,Ireland,Five Nations Championship
1948-03-13,Ireland,Wales,6,3,Ireland,Five Nations Championship
1948-03-20,Scotland,England,6,3,Scotland,Five Nations Championship
1948-03-29,France,England,15,0,France,Five Nations Championship
1949-01-15,France,Scotland,0,8,Scotland,Five Nations Championship
1949-01-15,Wales,England,9,3,Wales,Five Nations Championship
1949-01-29,Ireland,France,9,16,France,Five Nations Championship
1949-02-05,Scotland,Wales,6,5,Scotland,Five Nations Championship
1949-02-12,Ireland,England,14,5,Ireland,Five Nations Championship
1949-02-26,England,France,8,3,England,Five Nations Championship
1949-02-26,Scotland,Ireland,3,13,Ireland,Five Nations Championship
1949-03-12,Wales,Ireland,0,5,Ireland,Five Nations Championship
1949-03-19,England,Scotland,19,3,England,Five Nations Championship
1949-03-26,France,Wales,5,3,France,Five Nations Championship
1949-06-04,Australia,New Zealand Maori,3,12,New Zealand Maori,New Zealand Maori in Australia
1949-06-11,Australia,New Zealand Maori,8,8,Draw,New Zealand Maori in Australia
1949-06-25,Australia,New Zealand Maori,18,3,Australia,New Zealand Maori in Australia
1949-07-16,South Africa,All Blacks,15,11,South Africa,All Blacks in South Africa
1949-08-13,South Africa,All Blacks,12,6,South Africa,All Blacks in South Africa
1949-08-28,Argentina,France,0,5,France,France in Argentina
1949-09-03,All Blacks,Australia,6,11,Australia,Bledisloe Cup
1949-09-03,South Africa,All Blacks,9,3,South Africa,All Blacks in South Africa
1949-09-04,Argentina,France,3,12,France,France in Argentina
1949-09-17,South Africa,All Blacks,11,8,South Africa,All Blacks in South Africa
1949-09-24,All Blacks,Australia,9,16,Australia,Bledisloe Cup
1950-01-14,Scotland,France,8,5,Scotland,Five Nations Championship
1950-01-21,England,Wales,5,11,Wales,Five Nations Championship
1950-01-28,France,Ireland,3,3,Draw,Five Nations Championship
1950-02-04,Wales,Scotland,12,0,Wales,Five Nations Championship
1950-02-11,England,Ireland,3,0,England,Five Nations Championship
1950-02-25,France,England,6,3,France,Five Nations Championship
1950-02-25,Ireland,Scotland,21,0,Ireland,Five Nations Championship
1950-03-11,Ireland,Wales,3,6,Wales,Five Nations Championship
1950-03-18,Scotland,England,13,11,Scotland,Five Nations Championship
1950-03-25,Wales,France,21,0,Wales,Five Nations Championship
1950-05-27,All Blacks,British Lions,9,9,Draw,British Lions in New Zealand & Australia
1950-06-10,All Blacks,British Lions,8,0,All Blacks,British Lions in New Zealand & Australia
1950-07-01,All Blacks,British Lions,6,3,All Blacks,British Lions in New Zealand & Australia
1950-07-29,All Blacks,British Lions,11,8,All Blacks,British Lions in New Zealand & Australia
1950-08-19,Australia,British Lions,6,19,British Lions,British Lions in New Zealand & Australia
1950-08-26,Australia,British Lions,3,24,British Lions,British Lions in New Zealand & Australia
1951-01-13,France,Scotland,14,12,France,Five Nations Championship
1951-01-20,Wales,England,23,5,Wales,Five Nations Championship
1951-01-27,Ireland,France,9,8,Ireland,Five Nations Championship
1951-02-03,Scotland,Wales,19,0,Scotland,Five Nations Championship
1951-02-10,Ireland,England,3,0,Ireland,Five Nations Championship
1951-02-24,England,France,3,11,France,Five Nations Championship
1951-02-24,Scotland,Ireland,5,6,Ireland,Five Nations Championship
1951-03-10,Wales,Ireland,3,3,Draw,Five Nations Championship
1951-03-17,England,Scotland,5,3,England,Five Nations Championship
1951-04-07,France,Wales,8,3,France,Five Nations Championship
1951-06-23,Australia,All Blacks,0,8,All Blacks,All Blacks in Australia
1951-07-07,Australia,All Blacks,11,17,All Blacks,All Blacks in Australia
1951-07-21,Australia,All Blacks,6,16,All Blacks,All Blacks in Australia
1951-11-24,Scotland,South Africa,0,44,South Africa,South Africa in Europe (1951-52)
1951-12-08,Ireland,South Africa,5,17,South Africa,South Africa in Europe (1951-52)
1951-12-22,Wales,South Africa,3,6,South Africa,South Africa in Europe (1951-52)
1952-01-05,England,South Africa,3,8,South Africa,South Africa in Europe (1951-52)
1952-01-12,Scotland,France,11,13,France,Five Nations Championship
1952-01-19,England,Wales,6,8,Wales,Five Nations Championship
1952-01-26,France,Ireland,8,11,Ireland,Five Nations Championship
1952-02-02,Wales,Scotland,11,0,Wales,Five Nations Championship
1952-02-16,France,South Africa,3,25,South Africa,South Africa in Europe (1951-52)
1952-02-23,Ireland,Scotland,12,8,Ireland,Five Nations Championship
1952-03-02,West Germany,Belgium,16,9,West Germany,Rugby Europe Cup
1952-03-08,Ireland,Wales,3,14,Wales,Five Nations Championship
1952-03-15,Scotland,England,3,19,England,Five Nations Championship
1952-03-22,Wales,France,9,5,Wales,Five Nations Championship
1952-03-29,England,Ireland,3,0,England,Five Nations Championship
1952-04-05,France,England,3,6,England,Five Nations Championship
1952-04-13,Spain,Italy,0,6,Italy,Rugby Europe Cup
1952-04-27,Italy,West Germany,14,6,Italy,Rugby Europe Cup
1952-05-17,Italy,France,8,17,France,Rugby Europe Cup
1952-07-26,Australia,Fiji,15,9,Australia,Fiji in Australia
1952-08-09,Australia,Fiji,15,17,Fiji,Fiji in Australia
1952-09-06,All Blacks,Australia,9,14,Australia,Bledisloe Cup
