Season,League,Date,Home,Away,Result,Score,Source,SourceSeasonFolder,SourceFile
2014/15,National League,2014-08-16,Torquay,Southport,0.5-0.5,0-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-16,Woking,Macclesfield,0.5-0.5,0-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-16,Wrexham,Nuneaton Town,1-0,1-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-17,Telford United,Aldershot,0-1,0-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-22,Aldershot,Forest Green,0.5-0.5,1-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Alfreton Town,Wrexham,0-1,2-3,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Bristol Rvs,Telford United,1-0,1-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Chester,Halifax,0-1,0-3,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Dartford,Torquay,0.5-0.5,0-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Dover Athletic,Eastleigh,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Gateshead,Grimsby,0-1,1-6,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Lincoln,Braintree Town,1-0,3-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Macclesfield,Kidderminster,0.5-0.5,0-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Nuneaton Town,Barnet,0-1,0-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Southport,Altrincham,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-23,Welling United,Woking,0.5-0.5,1-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Altrincham,Gateshead,0-1,0-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Barnet,Dartford,1-0,4-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Braintree Town,Nuneaton Town,1-0,2-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Eastleigh,Welling United,1-0,3-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Forest Green,Bristol Rvs,0.5-0.5,1-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Grimsby,Alfreton Town,1-0,7-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Halifax,Lincoln,1-0,3-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Kidderminster,Chester,0.5-0.5,2-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Telford United,Southport,0.5-0.5,3-3,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Torquay,Aldershot,0.5-0.5,1-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Woking,Dover Athletic,1-0,6-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-25,Wrexham,Macclesfield,0.5-0.5,2-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Aldershot,Grimsby,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Alfreton Town,Braintree Town,0-1,0-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Bristol Rvs,Halifax,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Dartford,Telford United,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Dover Athletic,Kidderminster,0-1,0-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Gateshead,Chester,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Lincoln,Torquay,0-1,1-3,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Macclesfield,Eastleigh,1-0,2-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Nuneaton Town,Altrincham,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Southport,Barnet,0-1,0-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Welling United,Forest Green,0.5-0.5,1-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-08-30,Wrexham,Woking,0-1,1-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Altrincham,Dartford,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Barnet,Alfreton Town,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Braintree Town,Bristol Rvs,1-0,2-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Chester,Macclesfield,1-0,1-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Eastleigh,Southport,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Forest Green,Wrexham,0-1,0-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Grimsby,Welling United,1-0,2-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Halifax,Aldershot,1-0,1-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Kidderminster,Gateshead,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Telford United,Dover Athletic,0-1,1-4,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Torquay,Nuneaton Town,1-0,4-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-06,Woking,Lincoln,1-0,3-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Aldershot,Woking,0-1,0-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Alfreton Town,Altrincham,0.5-0.5,1-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Bristol Rvs,Wrexham,1-0,1-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Chester,Torquay,0-1,0-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Dartford,Eastleigh,0.5-0.5,2-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Gateshead,Telford United,1-0,4-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Lincoln,Grimsby,1-0,3-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Macclesfield,Halifax,0.5-0.5,1-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Nuneaton Town,Forest Green,1-0,1-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Southport,Kidderminster,1-0,1-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-09,Welling United,Braintree Town,1-0,2-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-10,Dover Athletic,Barnet,0-1,0-3,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Altrincham,Eastleigh,0.5-0.5,3-3,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Braintree Town,Kidderminster,1-0,2-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Dover Athletic,Macclesfield,0-1,0-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Forest Green,Halifax,1-0,2-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Gateshead,Dartford,1-0,1-0,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Grimsby,Torquay,0-1,0-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Lincoln,Bristol Rvs,0-1,2-3,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Nuneaton Town,Aldershot,0.5-0.5,1-1,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Southport,Alfreton Town,0-1,0-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
2014/15,National League,2014-09-13,Telford United,Barnet,0.5-0.5,2-2,football-data,2014-15,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2014-15/EC.csv
