name,rating,games,last_historical_game
Son Hanseok,3101,1,1997-08-24
Son Hideyo,3018.6321983853045,17,2025-05-14
Son Hosik,3098.632542580729,1,1985-12-15
Son Makoto,3291.188398140098,216,2025-10-19
Song Euisun,3101,1,1986-12-14
Song Gang,3095.5850503003103,1,2012-08-04
Song Gyusang,3289.1959823062225,84,2025-12-19
Song Heungseok,3098.276903617155,1,2010-11-17
Song Hongseok,3126.863340153341,11,2018-07-25
Song Hye-leong,3084.478197432167,1,2018-08-20
Song Hyeryeong,3126.475958621525,60,2022-11-15
Song Jaeho,3101,1,2017-12-11
Song Jaehwan,3100.996852798967,4,2017-02-22
Song Jihoon,3445.4861020233607,194,2025-12-18
Song Jinwei,3101,1,2017-10-11
Song Jungtaek,3101,1,2006-11-12
Song Moo-yong,3099,1,1987-05-13
Song Qi'an,3099,1,1991-01-19
Song Ronghui,3117.154462747336,222,2025-12-12
Song Sanghoon,3072.6930508703476,56,2024-07-09
Song Sangmin,3101.7957465773156,1,2005-08-26
Song T'ae-kon,3227.404252670953,299,2021-01-19
Song Xuelin,3116.3246880691,172,2019-03-23
Song Yeseul,3103.805928485715,8,2015-07-07
Song Zirui,3107.152195195382,1,2018-07-22
Soni Shah,3097.62,2,2013-09-02
Sonoda Yasutaka,3116.8956849817628,41,2024-03-14
Sonoda Yuichi,3124.580761435819,375,2025-11-12
Sorin Gherman,3071.425852357542,16,1999-06-10
Sotoyanagi Sebun,3237.442216188598,46,2025-05-01
Stanislaw Frejlak,3083.9616989330007,13,2023-08-03
Stanisław Frejlak,3084.952494962188,2,2025-04-10
Stefan Budig,3099.3540088231903,6,1989-05-26
Stefan Reiser,3100.005496942595,2,1998-06-04
Stefan Sabo,3101,1,2015-06-07
Stephane Safrasiantz,3099,1,1982-03-20
Stephanie Yin,3053.451319330568,5,2023-06-10
Stephen Flinter,3097.62,2,2006-05-29
Stephen Nulty,3101,1,2024-05-19
Stephen Reye,3099.3625574078205,3,1992-05-30
Stig Tjur,3101.873211117124,2,1985-05-24
Stjepan Mestrovic,3100.0028782234185,2,2024-05-21
Stuart Dowsey,3099,1,1979-05-22
Su Gengsheng,3100.122534210702,2,1996-07-14
Su Geping,3076.7250026364086,3,2019-05-15
Su Guangyao,3133.956612183198,1,2008-01-26
Su Guangyue,3081.1617157766573,8,2022-11-16
Su Kaiseki,3047.727663785117,10,2013-09-26
Su Murong,3008.2073776860625,6,2024-09-09
Su Qiwei,3079.2881539187733,2,2011-02-26
Su Shengfang,2811.452248220215,95,2025-11-12
Su Soo,3094.950605228515,2,2003-04-02
Su Zhihao,3095.1479224623445,3,1990-05-25
Sudo Mariko,3082.1171351949997,1,2014-02-17
Suekichi Kaoru,3101,1,1971-08-01
Sueyoshi Toru,3099,1,1982-05-01
Sugaya Noritsugu,3101,1,1972-03-03
Sugie Natsuhiko,3097.495420807956,5,1989-11-19
Sugihara Ainosuke,3123.7101453123328,6,1926-07-08
Sugimoto Akira,3013.8300040038584,29,2023-07-27
Sugimoto Yoneo,3090.450715110088,1,1972-11-06
Sugimoto Yuzuru,3099,1,1971-08-01
Sugita Shuntaro,3098.6130170568917,1,2011-08-03
Sugitani Fukashi,3095.6212531238743,17,2003-12-01
Sugiuchi Kazuko,2933.9916004293423,210,2025-05-15
Sugiuchi Masao,3140.9050633797688,323,2017-11-02
Sugiwara Katsusaburo,3099,1,1970-12-01
Sui Zexiang,3105.3010508563702,2,2025-11-08
Sum Lok Sze,3092.4788288410623,1,2008-10-13
Sumi Shinsuke,3091.746419073099,4,2020-11-11
Sumi Shozo,3092.200091201062,2,1971-11-03
Sumida Inochi,3097.8585178293315,1,1975-09-15
Sumikura Yasuyuki,3092.548923788209,2,1990-12-18
Sumino Takeshi,3072.3900975192046,23,1957-01-23
Sumino Tsunehiro,3045.7367721918954,7,1974-03-14
Sumitani Mitsukuni,3098.616028051683,1,1961-07-03
Sumiyoshi Tetsuji,3101,1,1998-12-01
Sun Butian,3101.318211320214,1,1962-11-13
Sun Dan,3099.551615137668,2,1996-07-14
Sun Guanqun,3083.0236662118305,1,2022-08-09
Sun Guoliang,3049.4197818735943,5,1997-05-23
Sun Li,3278.609721714332,151,2019-06-14
Sun Liyan,2995.1978387654963,42,2025-12-31
Sun Mengxia,3145.369165254337,29,2013-06-17
Sun Ming,3098.6239719483174,1,1983-03-06
Sun Mingjie,3073.2341743433612,3,2009-03-03
Sun Muge,3099,1,1993-09-12
Sun Naijing,3097.724060113003,2,1996-01-22
Sun Pingan,3098.614502948844,1,2017-01-10
Sun Tengyu,3367.1080368365656,239,2025-10-18
Sun Weixun,2895.3078208473844,71,2025-11-07
Sun Wentong,3099,1,1986-08-22
Sun Yige,3076.4698668576784,6,2025-12-13
Sun Yiguo,3164.0381824990027,63,2019-01-05
Sun Yuan,3072.1104260145967,9,2025-04-02
Sun Zhenghan,3095.1910685807593,2,2025-09-15
Sun Zhigang,3075.054070323765,6,2009-11-08
Sunaga Teiji,3097.618474879675,2,1980-10-12
Sunahara Tsuneyuki,3101,1,1994-01-05
Sung Hwa Hong,3093.588709648406,3,1989-05-26
Supravat Pal,3091.69332751664,6,2016-06-07
Suresh Kayastha,3099.994503057405,2,2013-09-02
Surya Lim,3101,1,2006-05-28
Suyama Hidetoshi,3100.3830446914085,2,1995-12-11
Suzanne Low,3089.6816232273745,2,2013-09-03
Suzukawa Natsumi,3075.343467692295,7,2025-02-03
Suzuki Ayumi,3117.6286893791557,348,2025-11-20
Suzuki Etsuo,3067.943654576442,22,1971-01-20
Suzuki Goro,3068.3775397874924,63,1975-02-27
Suzuki Hideko,3082.0276110831537,120,1944-12-07
Suzuki Isao,3035.713502738058,11,2023-03-27
Suzuki Keiji,3064.788873540751,13,2024-02-29
Suzuki Keizo,3076.949328803067,6,1944-01-01
Suzuki Kensho,3084.930799522693,32,1950-02-02
Suzuki Kotaro,3117.9732812519483,1,2022-12-12
Suzuki Mafumi,3099,1,2011-07-27
Suzuki Mantaro,3094.4444180640407,1,1926-06-17
Suzuki Masaharu,3055.194429706435,12,1988-06-25
Suzuki Noriyuki,3101.988520266327,4,1997-07-29
Suzuki Shinji,3294.665048722444,200,2025-12-28
Suzuki Suguru,3098.6270307705618,1,1969-08-31
Suzuki Takeo,3085.6154596686924,6,1972-01-01
Suzuki Tamejiro,3087.7065710862416,107,1956-01-01
Suzuki Tomohiro,3088.2518455838526,2,2019-09-29
Suzuki Tsuna,3102.7117576763785,19,1983-07-11
Suzuki Tsunako,3097.720309823442,4,1971-01-01
Suzuki Yoshimichi,3026.77739968491,60,2025-11-01
Suzurikawa Toshimasa,3099,1,2008-08-04
Svetlana Shikshina,3022.202144984161,31,2014-12-11
Sychingson Johnson,3094.8566238643753,2,1981-03-12
T Mark Hall,3117.7172654654546,4,2010-05-26
Tabata Mitsunaga,3099,1,1986-05-26
Tabayashi Kosuke,3101.383971948317,1,1972-07-16
Tabuchi Koichi,3092.29971738072,1,1940-11-14
Tabuchi Yonezo,3024.5158886014697,8,1905-05-11
Tachi Takashi,3099.629421706495,2,1979-10-07
Tada Minoru,3099,1,1955-06-26
Tada Ryotaro,3095.4918985611857,2,2019-11-10
Tada Shoen,3098.250116682806,1,1983-07-11
Tada Takumi,3105.3380510693264,7,1999-03-05
Tada Yoshio,3100.0028782234185,2,1964-12-01
Taechaamnuayvit Nuttakrit,3079.6498049002776,1,2013-12-20
Tafu Kae,2985.7793157201954,14,2025-08-21
Taga Bungo,3105.1047082376635,19,2010-02-15
Tagaya Bungo,3095.528767375895,1,2006-09-18
Taguchi Misei,2904.9035338802755,24,2025-06-05
Taguchi Tetsuro,3100.7071527442445,9,2010-02-15
Taguma Hideko,3097.496030906117,1,1991-07-24
Tahara Kunihiro,3103.120699913606,2,1980-10-12
Tahara Yasufumi,3086.6984067762696,22,2013-02-28
Tai Weixing,3104.3991920552185,1,2013-06-01
Tainaka Shin,3114.0553755954547,82,1986-12-11
Tainosho Akira,3096.076967644602,1,2006-08-06
Tajima Shingo,3023.306899922814,41,2022-08-25
Tajima Tsuguharu,3101.3760280516826,1,1994-09-25
Tajiri Hisato,3094.3219125083147,1,2005-07-11
Tajiri Yuto,3101.75218996276,38,2024-09-16
Takabayashi Koichiro,3101,1,1989-11-12
Takabayashi Kyohei,3056.6856379945143,11,2000-10-29
Takabayashi Masahiro,3030.864063344852,15,2024-02-29
Takabayashi Takuji,3038.996747182594,13,2009-04-09
Takabe Dohei,2990.0805456448456,34,1931-10-10
Takagawa Kaku,3367.4630753557244,345,1975-11-01
Takagawa Shukaku,3163.66688621055,634,1984-03-29
Takagi Junpei,3070.756934717327,15,2023-08-31
Takagi Mitsugu,3089.2829536291024,9,2004-10-01
Takagi Morio,3101,1,1979-10-01
Takagi Naomasa,3100.0039635020003,5,1962-11-04
Takagi Shoichi,3132.5143352711134,254,2018-01-25
Takahara Shuji,3087.1859180776187,38,2014-03-06
Takahashi Emiko,3098.6239719483174,1,1962-01-01
Takahashi Hideo,3018.9930416914717,14,2024-11-02
Takahashi Isao,3097.1384811611465,3,1993-12-08
Takahashi Kazuhiro,3101,1,1980-06-01
Takahashi Keiko,3102.542542471285,1,1989-06-01
Takahashi Kinesaburo,3094.9444346429473,1,1900-11-14
Takahashi Koichiro,3094.216564577312,2,2000-07-09
Takahashi Kyoko,3098.6239719483174,1,2001-09-08
Takahashi Masumi,3101.444481550641,12,2019-01-21
Takahashi Omi,3099,1,1999-01-01
Takahashi Seichi,3097.7326163051403,1,1907-10-03
Takahashi Shigemi,3114.510531938036,6,1943-04-21
Takahashi Shigeyuki,3131.70353165139,201,1965-05-26
Takahashi Shinichiro,3076.578753261648,1,2012-02-13
Takahashi Shunko,3076.577071518602,1,1966-12-08
Takahashi Suketasoo,3035.2329466402543,7,2025-12-03
Takahashi Takamori,3085.2172819007333,1,1979-03-13
Takahashi Toshimitsoo,3056.385358184395,6,1971-04-15
Takahashi Yukiko,3099,1,1906-01-01
Takahashi Yukimitsoo,3101.3760280516826,1,1930-11-09
Takai Kiyoshi,3099,1,1993-11-07
Takai Torasaburo,3090.3702319716153,4,1913-02-28
Takaji Yuki,3067.859976746789,9,2024-07-31
Takakura Kozue,3099.2623886028605,2,2004-08-22
Takamizawa Tadao,3068.353132069558,5,2016-04-07
Takamoto Jun,3101,1,1994-07-26
Takamura Yoshiaki,3099,1,1982-11-22
Takamure Tetsuro,3098.149315586095,1,1980-01-23
Takanashi Seiken,3027.5063028756304,63,2024-11-18
Takanashi Seiko,3098.0028782234185,2,1997-07-30
Takano Hideki,3142.680394829526,50,2018-08-30
Takano Kazuo,3099.2532580136485,2,1989-10-17
Takao Mari,2975.083709575267,33,2025-11-29
Takao Shinji,3288.7732689926393,1056,2025-10-20
Takasaki Taisaku,3088.917538861859,2,1900-11-22
Takashima Keigo,3100.5870586571123,1,2014-07-30
Takashima Takeshi,2979.3196687412833,19,2025-08-28
Takashima Yugo,3098.678050860187,62,2025-12-25
Takasu Kiyonosuke,3098.7362737192266,4,1930-04-23
Takasugi Shinya,3099,1,2006-02-26
Takatsu Masaaki,3048.068844542723,31,2025-08-21
Takayama Keinosuke,3099,1,1982-12-01
Takayama Kyoko,3099,1,2008-08-11
Takayama Nonoka,3022.9659320676737,12,2025-10-27
Takayamabe Fumi,3092.437760818573,7,2025-09-08
Takayamabe Kyoko,3099.9971217765815,2,2010-07-27
Takeda Atsushi,3097.754075416287,1,2005-12-21
Takeda Hakuai,3074.1493394559966,5,1968-01-11
Takeda Haruo,3101.38708452164,1,1994-11-01
Takeda Hiroyoshi,3045.4828786429307,8,1966-12-01
Takeda Itsuko,3100.240998667631,3,1907-06-05
Takeda Jun,3097.8805875815797,1,2006-02-20
Takeda Kanichi,3099,1,1953-09-04
Takeda Kiyoshi,3090.598070487852,3,2006-12-26
Takeda Masako,3051.0427683803578,12,1995-02-08
Takeda Misao,3039.247932571101,24,1988-11-09
Takeda Toshiro,3100.0114844235413,2,1979-10-07
Takeda Yoshinori,3044.1111973867746,8,2009-02-16
Takeda Yoshitora,3101.8169331525373,1,1949-02-02
Takeda Yujo,3100.0028782234185,2,1961-08-16
Takefuji Kazuyoshi,3101,1,1963-01-26
Takefuji Matsuichi,3099.994546342168,2,1979-10-07
Takefuji Shoichi,3096.8509824989483,2,1980-10-12
Takehara Kintaro,3093.0492134888277,4,1979-10-07
Takei Futoshi,3088.5795129791327,2,2017-04-24
Takei Kazutoshi,3097.402688182093,1,2005-02-21
Takei Misa,3100.38,2,1995-07-26
Takei Taishin,3087.410341339972,20,2025-10-02
Takei Takashi,3002.089820666051,69,2022-08-29
Takei Tansyin,3084.3754187050645,1,2016-07-05
Takekiyo Isamu,3050.962990070949,13,2019-09-26
Takemiya Masaki,3091.2670584814864,1223,2025-06-30
Takemiya Yoko,2990.225676895652,21,2022-09-05
Takemoto Kenji,3100.9685431202774,3,2011-05-08
Takemoto Narufumi,3080.730624723735,1,2025-08-18
Takemoto Osamu,3102.38,2,1979-10-07
Takemura Akira,3101,1,1981-11-15
Takenaga Atsuyoshi,3112.290187179959,6,2003-03-01
Takenaka Kotaro,3049.812756681633,39,1939-11-08
Takeshi Matsui,3097.613538619499,2,1980-03-26
Takeshima Hasunaka,3080.542397094472,1,2020-06-27
Takeshita Nana,2935.438627856658,11,2025-07-22
Takeshita Ryoya,3103.215059286881,36,2024-10-28
Takeuchi Genichi,3099,1,1979-10-07
Takeuchi Kazuo,3093.1291422954587,7,1985-09-01
Takeuchi Keishi,3096.9612614960206,2,1981-02-12
Takeuchi Kiyotaka,3092.2558288605355,1,1969-03-12
Takeuchi Kosuke,3136.5538382891364,31,2023-12-07
Takeuchi Motoichi,3101,1,1980-10-12
Takeuchi Motokazu,3100.0028782234185,2,1980-10-12
Takeuchi Sumio,3105.8133428478177,2,1942-01-30
Takezawa Hideo,3101.9971217765815,2,1979-10-07
Takiguchi Isoko,3066.4728798582237,15,1992-04-23
Takiguchi Masaki,3166.1417380949492,8,2016-07-27
Takizawa Jiharu,3094.460243103922,4,2003-07-07
Takizawa Yuta,3095.140306052292,21,2010-03-15
Takuma Hideyuki,3094.185428991944,2,1989-03-02
Tal Michael,3063.794072395428,4,2016-06-08
Tal Michaeli,3108.5883209572366,5,2024-05-22
Tamai Hitomi,3101,1,1973-08-02
Tamai Kazuteru,3097.8638742885187,1,2011-07-27
Tamai Shin,3064.0075045345957,35,2017-01-19
Tamai Yukio,3087.734394246864,2,1990-07-08
Tamaki Daisuke,3077.074517942736,1,2010-09-19
Tamaki Hisao,3098.5012623102048,4,1980-10-12
Tamaki Shinobu,3053.7910533418053,6,2018-01-18
Tamayama Chiai,3097.866106265351,1,1995-12-11
Tamayama Mitsuo,3100.7558026984825,4,1989-07-16
Tamenishi Nobuhiro,3101.9971217765815,2,1996-06-01
Tamisaki Koichi,3102.9267415284357,1,1992-07-28
Tamura Chiaki,2938.9567821538053,44,2025-02-13
Tamura Fusako,3082.427501268531,7,2009-10-21
Tamura Junichi,3101,1,1979-11-25
Tamura Kahei,3081.138853426909,9,1934-09-22
Tamura Minoru,3092.523129618391,2,1934-07-12
Tamura Noboru,3103.005728154405,12,1941-10-05
Tamura Tsuyoshi,3098.6239719483174,1,1922-04-01
Tamura Yasuhisa,3173.6940606331023,68,1908-02-05
Tan Xiao,3507.2630940370427,743,2025-12-24
Tan Yanwu,2989.111289751027,100,2000-11-19
Tanabe Iwato,3099.9971217765815,2,1991-12-04
Tanai Yuka,3099,1,1986-07-30
Tanaka Chieko,2931.853095939874,43,2019-07-08
Tanaka Fujio,3200.114869226297,79,1939-04-14
Tanaka Hideharu,3124.883068482358,2,1999-11-15
Tanaka Hikaru,3099,1,2022-03-13
Tanaka Hisakazu,3101,1,1980-10-12
Tanaka Isamu,3099,1,1982-10-19
Tanaka Juichi,3097.627932454709,2,1979-10-07
Tanaka Jun,3094.4775679488876,2,1979-10-07
Tanaka Kaku,3099,1,1989-05-28
Tanaka Kazuhide,3097.8662378727786,1,1980-10-12
Tanaka Kazuhiro,3098.6290033507785,3,1989-12-01
Tanaka Kazuya,3101,1,1982-08-01
Tanaka Keiji,3098.2400145801794,1,1959-03-01
Tanaka Kentaro,3085.291921803694,10,2025-12-21
Tanaka Koshu,3101,1,1992-07-25
Tanaka Koyu,3218.479938016097,126,2025-12-21
Tanaka Masanori,3102.38,2,1989-11-01
Tanaka Masato,3080.2665686742657,8,2009-07-20
Tanaka Minaichi,3039.10726874596,32,1979-01-01
Tanaka Nobuhiro,3114.3878858873477,17,2005-07-18
Tanaka Nobuyuki,3071.5742860771948,30,2025-11-02
Tanaka Noriyuki,3099,1,1994-07-01
Tanaka Sachi,3098.6081786405825,1,1997-03-15
Tanaka Shiro,3108.048034149668,2,2003-06-01
Tanaka Tetsuya,3098.6239719483174,1,1999-11-14
Tanaka Tomoaki,3099,1,2006-09-10
Tanaka Yasuhisa,3099.589330638037,2,1971-09-19
Tanaka Yasunobu,3100.4135014589506,11,2004-12-21
Tanaka Yoshiteru,3100.758264028321,2,1980-10-12
Tanaka Yuki,3067.642386884885,49,2025-12-11
Tanaka Yumiko,3104.9688738131726,4,1996-03-07
Tanaka Yutaka,3097.62664565358,2,2012-03-12
Tanano Satoru,3098.250116682806,1,1960-01-01
Tanemura Sayuri,2932.867192537138,52,2023-03-09
Taneyama Naoki,3100.0028782234185,2,1990-10-30
Tang Jiachang,3139.043677714866,4,2021-08-31
Tang Jialong,3085.6777063751615,1,2008-07-13
Tang Jiawen,3334.15294796182,195,2025-12-31
Tang Jinchao,3018.59607483344,8,1998-03-14
Tang Jing,3090.301701047865,1,1998-04-28
Tang Jingxuan,3147.080813653318,7,2019-09-28
Tang Jongzhe,3134.9185531068943,18,2023-03-22
Tang Li,3081.8465402084007,1,2009-09-01
Tang Songzhe,3086.6839000389464,1,2013-07-14
Tang Wei,3101.7599854198206,1,1993-01-07
Tang Weixing,3370.4600827175523,663,2025-12-09
Tang Xiaohong,3084.934175130571,4,1999-01-24
Tang Yi (1),3085.217362120762,2,1996-07-14
Tang Yi (2),3141.3097759589155,182,2025-11-26
Tang Yi (f),3102.2721998771112,103,2017-12-18
Tang Ying,3008.674180674346,10,2007-08-13
Tang Ying (1),3070.8874043341884,2,2009-09-24
Tang Yinxiao,3098.6239719483174,1,2013-10-15
Tanguy Le Calve,3066.3136291767646,9,2025-04-10
Tani Maiko,3099,1,2014-07-24
Tani Yuiko,3074.8038793160067,2,2012-02-13
Tanida Harumi,3075.3482100468113,5,1983-06-22
Taniguchi Minoru,3098.2279840921115,1,1981-03-10
Taniguchi Shohei,3078.147324020331,5,2014-02-17
Taniguchi Tetsoo,3108.9749463977273,1,2022-12-04
Taniguchi Tomoyuki,3106.100121990919,5,1998-12-24
Taniguchi Toru,3185.445227386261,103,2025-12-17
Taniguchi Toshinori,3026.421035943066,12,2018-08-09
Taniguchi Toyosaburo,3096.627501214439,1,1983-02-17
Taniguchi Yohei,3098.786894945058,7,2010-12-22
Taniguchi Yozo,3094.230797666778,1,1990-08-01
Tanimiya Ayako,2983.401246078966,28,2013-01-24
Tanimiya Teiji,3023.383275426385,15,2001-03-19
Tanimura Kuniko,3006.948439744318,20,1990-04-25
Tanimura Yasunari,3100.0028782234185,2,2004-07-30
Tanimura Yoshiyuki,3064.994487055776,5,1986-10-25
Tanioka Saiichi,3101,1,1997-06-01
Tanishita Tomohiro,3099,1,1989-01-06
Tanizawa Tetsuo,3099,1,1971-11-07
Tao Hanwen,3074.050397546569,4,2019-11-12
Tao Ran,3005.2429987099968,71,2020-11-24
Tao Ran + Y-Tianrang,3101.383971948317,1,2018-06-01
Tao Ran + Yi-Tianrang,3100.9913736613507,3,2018-11-26
Tao Shenan,3101,1,1922-08-01
Tao Xin,3376.950708886812,108,2013-06-16
Tao Xinran,3436.899356964031,432,2025-12-09
Taoka Hideko,3101.53123477889,2,1922-01-29
Taoka Keiichi,3099.803288747125,3,1969-08-31
Tarusaki Tomio,3099,1,1996-10-01
Tasaka Shintaro,3060.053506035952,4,1909-12-02
Tashiro Kumi,3101,1,1982-09-26
Tatsumi Akane,2995.7151522648633,17,2025-11-10
Tatsuzawa Jiharu,3096.4426485972904,2,1994-11-18
Tayuinosho Akira,3098.615547936256,1,2007-02-19
Tazawa Kazuya,3099.6120561691737,2,2000-08-02
Ted Ning,3051.5892853482865,4,2005-08-07
Tei Meiki,3097.596953610667,9,1997-12-16
Tei Meiko,2987.8692397034692,80,2014-02-17
Teng Boon Ping,3097.9631854913987,1,2010-05-26
Teng Cheng,3093.5939650802516,1,2004-12-09
Teng Honghao,3099,1,2017-06-19
Teodor Nedev,3099.6120561691737,2,2009-05-28
Teppozuka Masato,3098.233920360692,1,1969-08-31
Terada Hiroshi,3097.672880564281,4,2002-07-01
Terada Kenichi,3087.765659987441,2,1970-01-14
Terada Shuta,3038.2753396862017,15,2024-04-04
Terada Taku,3101.9971217765815,2,1979-10-07
Terao Tokio,3098.4128431238196,6,2003-10-01
Terauchi Hiroshi,3101.9364808465716,5,2004-11-01
Terayama Rei,3164.6683494369186,123,2025-12-08
Terazaki Shoji,3097.636957086436,2,1971-09-06
Terry Stacey,3090.8359642128235,7,1981-03-13
Tetsuka Takashi,3116.353688612234,6,1941-11-02
Tezuka Mitsuaki,3099,1,1979-01-01
Thanapol Tiawattananont,3085.6823543260844,6,2014-07-09
Thanomnual Leekulpitak,3096.8460220014754,2,1985-05-23
Thiago Augusto Gomes da Silva,3099,1,2024-05-22
Thiago Ramos,3100.38,2,2013-09-02
Thomas Connor,3090.090827645274,2,2015-06-09
Thomas Debarre,3078.1308142490466,14,2022-12-03
Thomas Hsiang,3079.173612297458,24,2010-05-27
Thomas Hubert,3097.296987790729,1,2004-12-31
Thomas Ko,3101.3658011014372,1,1996-05-22
Tian Mumu,3063.1386136079323,23,2025-12-11
Tian Ruiqi,3087.602399296418,22,2019-11-16
Tian Tom,3093.5802187842073,1,1997-06-12
Tian Xiangdong,3099.074727728166,7,1996-01-25
Tian Xiaonong,3102.9109394286206,7,1983-11-25
Tian Ye,3099,1,1999-07-13
Tian Zhou,3057.411643730567,6,2009-02-06
Tibor Pochai,3081.099020042874,1,2005-07-04
Tibor Pocsai,3080.0762167930125,7,2005-10-08
Timo Puha,3101,1,2004-06-07
Timotej Suc,3100.3879438308263,2,2009-05-29
Timur Sankin,3081.167827470195,3,2015-06-08
Tiong Kee Soon,3097.796225068685,1,2006-05-30
To Eunkyo,3082.1207069021657,7,2020-02-14
Tobita Saki,3013.7444251594507,19,2020-07-23
Toda Hideaki,3094.4211707257086,5,1980-10-12
Toda Takeshi,3120.1893854732352,1,1932-09-18
Togino Kazuki,3082.3968856081765,3,2017-02-13
Tokai Kiyotaka,3099,1,2002-08-24
Tokimoto Hajime,3107.358921093567,57,2013-05-02
Tokugawa Musei,3093.0621621840196,1,1961-01-08
Tokuhara Hiroshi,3101.7599854198206,1,1997-09-01
Tokuhara Shunsuke,3099,1,1979-07-22
Tokunaga Hirohisa,3113.5443154993536,2,1984-02-22
Tokunaga Kazuyuki,3101,1,1979-07-22
Tokunaga Takanobu,3094.11876577355,4,1980-10-12
Tokuno Yoshiichi,3102.372067545291,2,1979-10-07
Tokushima Kenji,3099,1,1985-07-31
Tokutomi Kenji,3101.2352714122835,2,2000-12-01
Tokutomi Makoto,3096.080129274386,8,2001-04-01
Tomaya Tadashi,3098.0028782234185,2,1980-10-12
Tominaga Hiromichi,3099,1,1979-10-07
Tominaga Takeshi,3116.874079800039,1,1992-06-17
Tomine Yoshiyuki,3096.178800689461,1,1995-08-04
Tomita Hiroaki,3095.172094578141,3,2010-02-15
Tomita Hirokazu,3099.0039561720305,3,1980-10-12
Tomita Masaharu,3101.770116682806,1,1997-06-01
Tomoda Masaru,3101,1,2000-01-01
Tong Lingying,3094.4550627246053,1,2004-06-09
Tong Mengcheng,3424.4590442924377,462,2025-12-09
Tong Ruofan,3094.5287928298744,1,2025-10-20
Tong Yihang,3101,1,2024-11-11
Tong Yulin,3286.2474658409574,65,2024-06-06
Tong Yun,3081.0273470955435,2,2011-11-18
Tono Hiroaki,3285.719704812941,228,2003-07-04
Tono Masaharu,3144.607969173788,20,2009-06-11
Torii Nabejiro,3097.344965383428,2,1924-11-01
Torii Yuta,2987.5296737350022,15,2025-11-01
Toriki Hiroshi,3088.3241242600593,4,1998-09-08
Toriyama Hisao,3099,1,1965-11-15
Totsuka Takashi,3098.616028051683,1,1982-11-01
Toyoda Hirohito,3012.0066499675945,14,2023-11-30
Toyoda Hiroo,3099.342694487072,7,1966-06-13
Toyoda Keisuke,3099,1,1953-06-01
Toyoda Shinichi,3099,1,1930-08-01
Toyoda Tooru,3109.2068614787186,5,2009-05-31
Toyohira Taro,3099,1,2002-03-23
Toyokawa Kanpachi,3101,1,1982-05-01
Toyokura Teruhisa,3101,1,1987-06-01
Tozawa Akinobu,3156.6552414505786,52,2013-02-18
Tozawa Yoshiko,3101,1,1973-04-03
Tozuka Takashi,3096.075849772505,2,1980-10-12
Tran Chi Thanh,3098.0264687928643,3,2006-05-30
Trevor Morris,3092.8268795152662,1,2006-01-29
Tsang Pingfai,3081.6252765535337,11,2002-06-03
Tsang Tung,3075.1073876163628,2,2008-10-16
Tsolmon Sansar,3081.340747125502,1,2008-10-06
Tsubouchi Seikan,3101.4569536006097,13,1939-03-08
Tsubouchi Takeji,3098.0952330104055,1,1936-05-27
Tsubouchi Tetsuzo,3065.441347350193,10,1937-08-27
Tsuchibashi Hiroyuki,3098.014660638956,4,2002-07-01
Tsuchibashi Kentaro,3101,1,2000-10-01
Tsuchida Masamitsoo,3176.2642872395395,73,2002-11-01
Tsuchida Naoya,3101.601233489172,6,1980-10-12
Tsuchimoto Kohei,3101,1,1979-04-01
Tsuchimoto Yukihira,3101,1,1979-06-01
Tsuchimune Yoshiyuki,3068.4695219714176,19,2017-02-20
Tsuchiya Hanshichi,3114.7641531130557,2,1939-11-08
Tsuchiya Shugen,3056.416632089263,19,1917-01-01
Tsuda Hiroo,3100.2251391399213,3,2019-07-07
Tsuda Kae,3089.989671816658,1,1994-11-16
Tsuji Atsuhito,3096.501130521214,1,2017-03-17
Tsuji Hana,2921.2668637867723,27,2025-10-30
Tsuji Hoka,3101,1,2014-07-24
Tsuji Saori,3101,1,2011-07-27
Tsuji Shigehito,3116.9517237056807,96,2025-12-21
Tsujii Ryotaro,3099.8823487853,2,2007-02-19
Tsukada Jiharu,3031.425504770177,15,2024-11-14
Tsukakoshi Tsuneyasoo,3088.263139715736,8,1935-06-03
Tsukuda Akiko,2914.9736142813017,102,2025-12-04
Tsukuda Yuko,3101.380417070551,3,1996-03-11
Tsunashima Toshimichi,3099,1,1982-08-09
Tsuneishi Takashi,3113.867533430756,60,2025-10-02
Tsunoda Daisuke,3092.691666708449,3,2014-07-27
Tsuruga Ken,3100.034637487115,2,1979-10-07
Tsurumaru Keiichi,2985.291756638631,12,2022-10-03
Tsuruta Kazushi,3184.484357695512,120,2025-04-28
Tsuruyama Atsushi,3260.0677760896115,222,2025-11-23
Tsuruyama Ayumi,3099,1,2007-07-26
Tsutsui Katsumi,3101.383971948317,1,1991-12-04
Tsutsumi Kayoko,3101.875712427759,6,1980-03-27
Tsutsumida Hironao,3107.682001745885,3,2013-02-25
Tsuyamori Itsuro,3067.504812973495,4,1939-01-01
Tsuzuki Senshi,3099,1,1900-03-07
Tsuzuki Yoneko,3102.7753398619843,10,1930-05-02
Tu Jikang,3231.459134807729,24,2025-12-27
Tu Qing,3119.482315485584,6,2013-07-28
Tu Xiaoyu,3560.708297565279,266,2025-12-09
Tungalag Ravjir,3082.7408066623957,1,2008-10-05
Tuo Jiaxi,3477.778997557379,791,2025-12-15
U Boi,3282.79531838133,171,2025-12-17
U Seunga,3098.253853042837,1,1994-01-17
